ID,城市编号,城市,城市经理编号,城市经理,产品编号,日期,销量,识别码
2417,C068,株洲市,C-068,孙株洲,P003,2018/1/9,18,P003C-068
2418,C041,徐州市,C-041,孙徐州,P003,2018/1/9,94,P003C-041
2419,C050,南宁市,C-050,王南宁,P003,2018/1/9,49,P003C-050
2420,C013,临汾市,C-013,王临汾,P003,2018/1/9,77,P003C-013
2421,C025,六安市,C-025,王六安,P003,2018/1/9,41,P003C-025
2422,C028,南通市,C-028,王南通,P003,2018/1/9,10,P003C-028
2423,C070,西安市,C-072,王西安,P003,2018/1/9,39,P003C-072
2424,C072,贵阳市,C-074,赵贵阳,P003,2018/1/9,33,P003C-074
2425,C051,中山市,C-051,张中山,P003,2018/1/10,28,P003C-051
2426,C017,安庆市,C-017,郑安庆,P003,2018/1/10,74,P003C-017
2427,C063,信阳市,C-063,陈信阳,P003,2018/1/10,36,P003C-063
2428,C043,扬州市,C-043,刘扬州,P003,2018/1/10,8,P003C-043
2429,C073,昆明市,C-075,李昆明,P003,2018/1/10,6,P003C-075
2430,C071,成都市,C-073,陈成都,P003,2018/1/10,8,P003C-073
2431,C050,南宁市,C-050,王南宁,P003,2018/1/10,22,P003C-050
2432,C054,赣州市,C-054,孙赣州,P003,2018/1/10,52,P003C-054
2433,C010,晋城市,C-010,王晋城,P003,2018/1/10,37,P003C-010
2434,C046,广州市,C-046,李广州,P003,2018/1/10,21,P003C-046
2435,C029,莆田市,C-029,李莆田,P003,2018/1/10,49,P003C-029
2436,C062,孝感市,C-062,郑孝感,P003,2018/1/10,44,P003C-062
2437,C073,昆明市,C-075,李昆明,P003,2018/1/10,5,P003C-075
2438,C005,沧州市,C-005,周沧州,P003,2018/1/10,46,P003C-005
2439,C019,福州市,C-019,王福州,P003,2018/1/10,13,P003C-019
2440,C020,杭州市,C-020,张杭州,P003,2018/1/10,23,P003C-020
2441,C052,郴州市,C-052,李郴州,P003,2018/1/10,4,P003C-052
2442,C061,武汉市,C-061,叶武汉,P003,2018/1/10,9,P003C-061
2443,C018,常州市,C-018,张常州,P003,2018/1/10,86,P003C-018
2444,C042,盐城市,C-042,张盐城,P003,2018/1/10,8,P003C-042
2445,C040,宿迁市,C-040,李宿迁,P003,2018/1/10,63,P003C-040
2446,C039,无锡市,C-039,吴无锡,P003,2018/1/10,13,P003C-039
2447,C008,大同市,C-008,吴大同,P003,2018/1/11,18,P003C-008
2448,C028,南通市,C-028,王南通,P003,2018/1/11,80,P003C-028
2449,C035,苏州市,C-035,陈苏州,P003,2018/1/11,87,P003C-035
2450,C072,贵阳市,C-074,赵贵阳,P003,2018/1/11,11,P003C-074
2451,C065,宜昌市,C-065,吴宜昌,P003,2018/1/11,11,P003C-065
2452,C071,成都市,C-073,陈成都,P003,2018/1/11,42,P003C-073
2453,C027,南京市,C-027,李南京,P003,2018/1/11,31,P003C-027
2454,C037,泰州市,C-037,李泰州,P003,2018/1/11,22,P003C-037
2455,C066,岳阳市,C-066,李岳阳,P003,2018/1/11,42,P003C-066
2456,C069,兰州市,C-069,李兰州,P003,2018/1/11,96,P003C-069
2457,C018,常州市,C-018,张常州,P003,2018/1/11,55,P003C-018
2458,C016,运城市,C-016,刘运城,P003,2018/1/11,35,P003C-016
2459,C014,天津市,C-014,张天津,P003,2018/1/11,10,P003C-014
2460,C067,郑州市,C-067,王郑州,P003,2018/1/11,18,P003C-067
2461,C055,衡阳市,C-055,吴衡阳,P003,2018/1/11,43,P003C-055
2462,C068,株洲市,C-068,孙株洲,P003,2018/1/11,35,P003C-068
2463,C031,三明市,C-031,周三明,P003,2018/1/11,95,P003C-031
2464,C050,南宁市,C-050,王南宁,P003,2018/1/11,48,P003C-050
2465,C013,临汾市,C-013,王临汾,P003,2018/1/11,88,P003C-013
2466,C043,扬州市,C-043,刘扬州,P003,2018/1/11,35,P003C-043
2467,C028,南通市,C-028,王南通,P003,2018/1/11,1,P003C-028
2468,C070,西安市,C-072,王西安,P003,2018/1/11,31,P003C-072
2469,C072,贵阳市,C-074,赵贵阳,P003,2018/1/11,63,P003C-074
2470,C022,淮安市,C-022,赵淮安,P003,2018/1/11,1,P003C-022
2471,C038,温州市,C-038,周温州,P003,2018/1/11,29,P003C-038
2472,C051,中山市,C-051,张中山,P003,2018/1/12,73,P003C-051
2473,C017,安庆市,C-017,郑安庆,P003,2018/1/12,19,P003C-017
2474,C043,扬州市,C-043,刘扬州,P003,2018/1/12,14,P003C-043
2475,C073,昆明市,C-075,李昆明,P003,2018/1/12,33,P003C-075
2476,C056,开封市,C-056,王开封,P003,2018/1/12,17,P003C-056
2477,C071,成都市,C-073,陈成都,P003,2018/1/12,88,P003C-073
2478,C057,洛阳市,C-057,郑洛阳,P003,2018/1/12,27,P003C-057
2479,C050,南宁市,C-050,王南宁,P003,2018/1/12,7,P003C-050
2480,C073,昆明市,C-075,李昆明,P003,2018/1/12,43,P003C-075
2481,C036,台州市,C-036,孙台州,P003,2018/1/12,55,P003C-036
2482,C046,广州市,C-046,李广州,P003,2018/1/12,25,P003C-046
2483,C015,邢台市,C-015,李邢台,P003,2018/1/12,54,P003C-015
2484,C012,廊坊市,C-012,王廊坊,P003,2018/1/12,13,P003C-012
2485,C025,六安市,C-025,王六安,P003,2018/1/12,38,P003C-025
2486,C073,昆明市,C-075,李昆明,P003,2018/1/12,49,P003C-075
2487,C005,沧州市,C-005,周沧州,P003,2018/1/12,12,P003C-005
2488,C009,邯郸市,C-009,周邯郸,P003,2018/1/12,59,P003C-009
2489,C019,福州市,C-019,王福州,P003,2018/1/12,41,P003C-019
2490,C020,杭州市,C-020,张杭州,P003,2018/1/12,35,P003C-020
2491,C061,武汉市,C-061,叶武汉,P003,2018/1/12,27,P003C-061
2492,C042,盐城市,C-042,张盐城,P003,2018/1/12,25,P003C-042
2493,C069,兰州市,C-069,李兰州,P003,2018/1/12,18,P003C-069
2494,C011,晋中市,C-011,赵晋中,P003,2018/1/12,15,P003C-011
2495,C027,南京市,C-027,李南京,P003,2018/1/13,87,P003C-027
2496,C067,郑州市,C-067,王郑州,P003,2018/1/13,82,P003C-067
2497,C058,漯河市,C-058,张漯河,P003,2018/1/13,1,P003C-058
2498,C028,南通市,C-028,王南通,P003,2018/1/13,76,P003C-028
2499,C060,邵阳市,C-060,赵邵阳,P003,2018/1/14,75,P003C-060
2500,C055,衡阳市,C-055,吴衡阳,P003,2018/1/14,10,P003C-055
2501,C035,苏州市,C-035,陈苏州,P003,2018/1/15,4,P003C-035
2502,C063,信阳市,C-063,陈信阳,P003,2018/1/15,15,P003C-063
2503,C007,赤峰市,C-007,孙赤峰,P003,2018/1/15,74,P003C-007
2504,C057,洛阳市,C-057,郑洛阳,P003,2018/1/15,62,P003C-057
2505,C037,泰州市,C-037,李泰州,P003,2018/1/15,1,P003C-037
2506,C069,兰州市,C-069,李兰州,P003,2018/1/15,59,P003C-069
2507,C018,常州市,C-018,张常州,P003,2018/1/15,74,P003C-018
2508,C014,天津市,C-014,张天津,P003,2018/1/15,34,P003C-014
2509,C027,南京市,C-027,李南京,P003,2018/1/15,15,P003C-027
2510,C067,郑州市,C-067,王郑州,P003,2018/1/15,31,P003C-067
2511,C041,徐州市,C-041,孙徐州,P003,2018/1/15,84,P003C-041
2512,C050,南宁市,C-050,王南宁,P003,2018/1/15,98,P003C-050
2513,C005,沧州市,C-005,周沧州,P003,2018/1/15,20,P003C-005
2514,C070,西安市,C-072,王西安,P003,2018/1/15,53,P003C-072
2515,C024,金华市,C-024,张金华,P003,2018/1/15,29,P003C-024
2516,C072,贵阳市,C-074,赵贵阳,P003,2018/1/15,11,P003C-074
2517,C022,淮安市,C-022,赵淮安,P003,2018/1/15,73,P003C-022
2518,C011,晋中市,C-011,赵晋中,P003,2018/1/15,32,P003C-011
2519,C040,宿迁市,C-040,李宿迁,P003,2018/1/15,17,P003C-040
2520,C038,温州市,C-038,周温州,P003,2018/1/15,12,P003C-038
2521,C039,无锡市,C-039,吴无锡,P003,2018/1/15,37,P003C-039
2522,C028,南通市,C-028,王南通,P003,2018/1/16,38,P003C-028
2523,C017,安庆市,C-017,郑安庆,P003,2018/1/16,15,P003C-017
2524,C048,惠州市,C-048,孙惠州,P003,2018/1/16,29,P003C-048
2525,C073,昆明市,C-075,李昆明,P003,2018/1/16,7,P003C-075
2526,C071,成都市,C-073,陈成都,P003,2018/1/16,18,P003C-073
2527,C065,宜昌市,C-065,吴宜昌,P003,2018/1/16,84,P003C-065
2528,C033,上海市,C-033,王上海,P003,2018/1/16,16,P003C-033
2529,C073,昆明市,C-075,李昆明,P003,2018/1/16,4,P003C-075
2530,C036,台州市,C-036,孙台州,P003,2018/1/16,58,P003C-036
2531,C010,晋城市,C-010,王晋城,P003,2018/1/16,76,P003C-010
2532,C027,南京市,C-027,李南京,P003,2018/1/16,69,P003C-027
2533,C066,岳阳市,C-066,李岳阳,P003,2018/1/16,84,P003C-066
2534,C046,广州市,C-046,李广州,P003,2018/1/16,12,P003C-046
2535,C006,承德市,C-006,李承德,P003,2018/1/16,1,P003C-006
2536,C015,邢台市,C-015,李邢台,P003,2018/1/16,68,P003C-015
2537,C053,抚州市,C-053,周抚州,P003,2018/1/16,33,P003C-053
2538,C031,三明市,C-031,周三明,P003,2018/1/16,61,P003C-031
2539,C013,临汾市,C-013,王临汾,P003,2018/1/16,68,P003C-013
2540,C025,六安市,C-025,王六安,P003,2018/1/16,90,P003C-025
2541,C073,昆明市,C-075,李昆明,P003,2018/1/16,68,P003C-075
2542,C049,梅州市,C-049,吴梅州,P003,2018/1/16,25,P003C-049
2543,C019,福州市,C-019,王福州,P003,2018/1/16,71,P003C-019
2544,C020,杭州市,C-020,张杭州,P003,2018/1/16,86,P003C-020
2545,C028,南通市,C-028,王南通,P003,2018/1/16,84,P003C-028
2546,C061,武汉市,C-061,叶武汉,P003,2018/1/16,72,P003C-061
2547,C018,常州市,C-018,张常州,P003,2018/1/16,12,P003C-018
2548,C042,盐城市,C-042,张盐城,P003,2018/1/16,10,P003C-042
2549,C002,长春市,C-002,赵长春,P003,2018/1/16,72,P003C-002
2550,C023,嘉兴市,C-023,郑嘉兴,P003,2018/1/16,36,P003C-023
2551,C035,苏州市,C-035,陈苏州,P003,2018/1/17,45,P003C-035
2552,C007,赤峰市,C-007,孙赤峰,P003,2018/1/17,22,P003C-007
2553,C043,扬州市,C-043,刘扬州,P003,2018/1/17,41,P003C-043
2554,C037,泰州市,C-037,李泰州,P003,2018/1/17,23,P003C-037
2555,C069,兰州市,C-069,李兰州,P003,2018/1/17,34,P003C-069
2556,C018,常州市,C-018,张常州,P003,2018/1/17,16,P003C-018
2557,C016,运城市,C-016,刘运城,P003,2018/1/17,82,P003C-016
2558,C067,郑州市,C-067,王郑州,P003,2018/1/17,0,P003C-067
2559,C050,南宁市,C-050,王南宁,P003,2018/1/17,78,P003C-050
2560,C005,沧州市,C-005,周沧州,P003,2018/1/17,35,P003C-005
2561,C070,西安市,C-072,王西安,P003,2018/1/17,2,P003C-072
2562,C072,贵阳市,C-074,赵贵阳,P003,2018/1/17,10,P003C-074
2563,C022,淮安市,C-022,赵淮安,P003,2018/1/17,70,P003C-022
2564,C011,晋中市,C-011,赵晋中,P003,2018/1/17,45,P003C-011
2565,C040,宿迁市,C-040,李宿迁,P003,2018/1/17,18,P003C-040
2566,C039,无锡市,C-039,吴无锡,P003,2018/1/17,45,P003C-039
2567,C008,大同市,C-008,吴大同,P003,2018/1/18,42,P003C-008
2568,C001,本溪市,C-001,王本溪,P003,2018/1/18,26,P003C-001
2569,C063,信阳市,C-063,陈信阳,P003,2018/1/18,96,P003C-063
2570,C073,昆明市,C-075,李昆明,P003,2018/1/18,4,P003C-075
2571,C071,成都市,C-073,陈成都,P003,2018/1/18,73,P003C-073
2572,C057,洛阳市,C-057,郑洛阳,P003,2018/1/18,40,P003C-057
2573,C073,昆明市,C-075,李昆明,P003,2018/1/18,19,P003C-075
2574,C010,晋城市,C-010,王晋城,P003,2018/1/18,41,P003C-010
2575,C027,南京市,C-027,李南京,P003,2018/1/18,37,P003C-027
2576,C046,广州市,C-046,李广州,P003,2018/1/18,88,P003C-046
2577,C006,承德市,C-006,李承德,P003,2018/1/18,87,P003C-006
2578,C015,邢台市,C-015,李邢台,P003,2018/1/18,77,P003C-015
2579,C014,天津市,C-014,张天津,P003,2018/1/18,11,P003C-014
2580,C027,南京市,C-027,李南京,P003,2018/1/18,44,P003C-027
2581,C033,上海市,C-033,王上海,P003,2018/1/18,37,P003C-033
2582,C025,六安市,C-025,王六安,P003,2018/1/18,66,P003C-025
2583,C073,昆明市,C-075,李昆明,P003,2018/1/18,53,P003C-075
2584,C019,福州市,C-019,王福州,P003,2018/1/18,4,P003C-019
2585,C020,杭州市,C-020,张杭州,P003,2018/1/18,34,P003C-020
2586,C028,南通市,C-028,王南通,P003,2018/1/18,20,P003C-028
2587,C061,武汉市,C-061,叶武汉,P003,2018/1/18,57,P003C-061
2588,C028,南通市,C-028,王南通,P003,2018/1/19,36,P003C-028
2589,C051,中山市,C-051,张中山,P003,2018/1/19,28,P003C-051
2590,C035,苏州市,C-035,陈苏州,P003,2018/1/19,10,P003C-035
2591,C017,安庆市,C-017,郑安庆,P003,2018/1/19,63,P003C-017
2592,C072,贵阳市,C-074,赵贵阳,P003,2018/1/19,38,P003C-074
2593,C065,宜昌市,C-065,吴宜昌,P003,2018/1/19,9,P003C-065
2594,C050,南宁市,C-050,王南宁,P003,2018/1/19,35,P003C-050
2595,C054,赣州市,C-054,孙赣州,P003,2018/1/19,46,P003C-054
2596,C033,上海市,C-033,王上海,P003,2018/1/19,24,P003C-033
2597,C036,台州市,C-036,孙台州,P003,2018/1/19,81,P003C-036
2598,C037,泰州市,C-037,李泰州,P003,2018/1/19,36,P003C-037
2599,C018,常州市,C-018,张常州,P003,2018/1/19,26,P003C-018
2600,C067,郑州市,C-067,王郑州,P003,2018/1/19,7,P003C-067
2601,C068,株洲市,C-068,孙株洲,P003,2018/1/19,26,P003C-068
2602,C041,徐州市,C-041,孙徐州,P003,2018/1/19,81,P003C-041
2603,C050,南宁市,C-050,王南宁,P003,2018/1/19,10,P003C-050
2604,C013,临汾市,C-013,王临汾,P003,2018/1/19,24,P003C-013
2605,C045,镇江市,C-045,王镇江,P003,2018/1/19,20,P003C-045
2606,C005,沧州市,C-005,周沧州,P003,2018/1/19,38,P003C-005
2607,C044,漳州市,C-044,吴漳州,P003,2018/1/19,20,P003C-044
2608,C032,厦门市,C-032,吴厦门,P003,2018/1/19,57,P003C-032
2609,C070,西安市,C-072,王西安,P003,2018/1/19,35,P003C-072
2610,C018,常州市,C-018,张常州,P003,2018/1/19,97,P003C-018
2611,C042,盐城市,C-042,张盐城,P003,2018/1/19,64,P003C-042
2612,C072,贵阳市,C-074,赵贵阳,P003,2018/1/19,22,P003C-074
2613,C022,淮安市,C-022,赵淮安,P003,2018/1/19,36,P003C-022
2614,C038,温州市,C-038,周温州,P003,2018/1/19,11,P003C-038
2615,C039,无锡市,C-039,吴无锡,P003,2018/1/19,1,P003C-039
2616,C057,洛阳市,C-057,郑洛阳,P003,2018/1/20,2,P003C-057
2617,C027,南京市,C-027,李南京,P003,2018/1/20,21,P003C-027
2618,C043,扬州市,C-043,刘扬州,P003,2018/1/20,87,P003C-043
2619,C073,昆明市,C-075,李昆明,P003,2018/1/21,45,P003C-075
2620,C010,晋城市,C-010,王晋城,P003,2018/1/21,91,P003C-010
2621,C067,郑州市,C-067,王郑州,P003,2018/1/21,34,P003C-067
2622,C009,邯郸市,C-009,周邯郸,P003,2018/1/21,47,P003C-009
2623,C008,大同市,C-008,吴大同,P003,2018/1/22,34,P003C-008
2624,C017,安庆市,C-017,郑安庆,P003,2018/1/22,15,P003C-017
2625,C063,信阳市,C-063,陈信阳,P003,2018/1/22,78,P003C-063
2626,C007,赤峰市,C-007,孙赤峰,P003,2018/1/22,41,P003C-007
2627,C043,扬州市,C-043,刘扬州,P003,2018/1/22,28,P003C-043
2628,C056,开封市,C-056,王开封,P003,2018/1/22,70,P003C-056
2629,C071,成都市,C-073,陈成都,P003,2018/1/22,10,P003C-073
2630,C073,昆明市,C-075,李昆明,P003,2018/1/22,20,P003C-075
2631,C046,广州市,C-046,李广州,P003,2018/1/22,28,P003C-046
2632,C069,兰州市,C-069,李兰州,P003,2018/1/22,10,P003C-069
2633,C016,运城市,C-016,刘运城,P003,2018/1/22,89,P003C-016
2634,C041,徐州市,C-041,孙徐州,P003,2018/1/22,90,P003C-041
2635,C031,三明市,C-031,周三明,P003,2018/1/22,32,P003C-031
2636,C050,南宁市,C-050,王南宁,P003,2018/1/22,89,P003C-050
2637,C013,临汾市,C-013,王临汾,P003,2018/1/22,85,P003C-013
2638,C025,六安市,C-025,王六安,P003,2018/1/22,10,P003C-025
2639,C073,昆明市,C-075,李昆明,P003,2018/1/22,22,P003C-075
2640,C005,沧州市,C-005,周沧州,P003,2018/1/22,15,P003C-005
2641,C020,杭州市,C-020,张杭州,P003,2018/1/22,32,P003C-020
2642,C028,南通市,C-028,王南通,P003,2018/1/22,53,P003C-028
2643,C061,武汉市,C-061,叶武汉,P003,2018/1/22,33,P003C-061
2644,C019,福州市,C-019,王福州,P003,2018/1/22,47,P003C-019
2645,C024,金华市,C-024,张金华,P003,2018/1/22,91,P003C-024
2646,C002,长春市,C-002,赵长春,P003,2018/1/22,41,P003C-002
2647,C011,晋中市,C-011,赵晋中,P003,2018/1/22,59,P003C-011
2648,C023,嘉兴市,C-023,郑嘉兴,P003,2018/1/22,10,P003C-023
2649,C035,苏州市,C-035,陈苏州,P003,2018/1/23,63,P003C-035
2650,C048,惠州市,C-048,孙惠州,P003,2018/1/23,12,P003C-048
2651,C073,昆明市,C-075,李昆明,P003,2018/1/23,25,P003C-075
2652,C072,贵阳市,C-074,赵贵阳,P003,2018/1/23,96,P003C-074
2653,C057,洛阳市,C-057,郑洛阳,P003,2018/1/23,85,P003C-057
2654,C010,晋城市,C-010,王晋城,P003,2018/1/23,18,P003C-010
2655,C027,南京市,C-027,李南京,P003,2018/1/23,90,P003C-027
2656,C037,泰州市,C-037,李泰州,P003,2018/1/23,78,P003C-037
2657,C006,承德市,C-006,李承德,P003,2018/1/23,93,P003C-006
2658,C018,常州市,C-018,张常州,P003,2018/1/23,71,P003C-018
2659,C014,天津市,C-014,张天津,P003,2018/1/23,40,P003C-014
2660,C067,郑州市,C-067,王郑州,P003,2018/1/23,24,P003C-067
2661,C064,许昌市,C-064,王许昌,P003,2018/1/23,18,P003C-064
2662,C012,廊坊市,C-012,王廊坊,P003,2018/1/23,15,P003C-012
2663,C032,厦门市,C-032,吴厦门,P003,2018/1/23,3,P003C-032
2664,C043,扬州市,C-043,刘扬州,P003,2018/1/23,21,P003C-043
2665,C070,西安市,C-072,王西安,P003,2018/1/23,16,P003C-072
2666,C042,盐城市,C-042,张盐城,P003,2018/1/23,46,P003C-042
2667,C072,贵阳市,C-074,赵贵阳,P003,2018/1/23,20,P003C-074
2668,C022,淮安市,C-022,赵淮安,P003,2018/1/23,10,P003C-022
2669,C039,无锡市,C-039,吴无锡,P003,2018/1/23,94,P003C-039
2670,C028,南通市,C-028,王南通,P003,2018/1/24,99,P003C-028
2671,C017,安庆市,C-017,郑安庆,P003,2018/1/24,39,P003C-017
2672,C063,信阳市,C-063,陈信阳,P003,2018/1/24,97,P003C-063
2673,C043,扬州市,C-043,刘扬州,P003,2018/1/24,19,P003C-043
2674,C056,开封市,C-056,王开封,P003,2018/1/24,28,P003C-056
2675,C071,成都市,C-073,陈成都,P003,2018/1/24,9,P003C-073
2676,C065,宜昌市,C-065,吴宜昌,P003,2018/1/24,29,P003C-065
2677,C050,南宁市,C-050,王南宁,P003,2018/1/24,34,P003C-050
2678,C054,赣州市,C-054,孙赣州,P003,2018/1/24,28,P003C-054
2679,C073,昆明市,C-075,李昆明,P003,2018/1/24,80,P003C-075
2680,C046,广州市,C-046,李广州,P003,2018/1/24,21,P003C-046
2681,C016,运城市,C-016,刘运城,P003,2018/1/24,36,P003C-016
2682,C068,株洲市,C-068,孙株洲,P003,2018/1/24,98,P003C-068
2683,C041,徐州市,C-041,孙徐州,P003,2018/1/24,1,P003C-041
2684,C050,南宁市,C-050,王南宁,P003,2018/1/24,27,P003C-050
2685,C013,临汾市,C-013,王临汾,P003,2018/1/24,17,P003C-013
2686,C025,六安市,C-025,王六安,P003,2018/1/24,37,P003C-025
2687,C073,昆明市,C-075,李昆明,P003,2018/1/24,19,P003C-075
2688,C005,沧州市,C-005,周沧州,P003,2018/1/24,49,P003C-005
2689,C009,邯郸市,C-009,周邯郸,P003,2018/1/24,41,P003C-009
2690,C019,福州市,C-019,王福州,P003,2018/1/24,26,P003C-019
2691,C020,杭州市,C-020,张杭州,P003,2018/1/24,10,P003C-020
2692,C061,武汉市,C-061,叶武汉,P003,2018/1/24,3,P003C-061
2693,C040,宿迁市,C-040,李宿迁,P003,2018/1/24,63,P003C-040
2694,C035,苏州市,C-035,陈苏州,P003,2018/1/25,26,P003C-035
2695,C007,赤峰市,C-007,孙赤峰,P003,2018/1/25,72,P003C-007
2696,C073,昆明市,C-075,李昆明,P003,2018/1/25,83,P003C-075
2697,C057,洛阳市,C-057,郑洛阳,P003,2018/1/25,9,P003C-057
2698,C027,南京市,C-027,李南京,P003,2018/1/25,17,P003C-027
2699,C037,泰州市,C-037,李泰州,P003,2018/1/25,49,P003C-037
2700,C018,常州市,C-018,张常州,P003,2018/1/25,21,P003C-018
2701,C067,郑州市,C-067,王郑州,P003,2018/1/25,8,P003C-067
2702,C033,上海市,C-033,王上海,P003,2018/1/25,44,P003C-033
2703,C070,西安市,C-072,王西安,P003,2018/1/25,26,P003C-072
2704,C042,盐城市,C-042,张盐城,P003,2018/1/25,24,P003C-042
2705,C072,贵阳市,C-074,赵贵阳,P003,2018/1/25,6,P003C-074
2706,C011,晋中市,C-011,赵晋中,P003,2018/1/25,94,P003C-011
2707,C008,大同市,C-008,吴大同,P003,2018/1/26,80,P003C-008
2708,C028,南通市,C-028,王南通,P003,2018/1/26,92,P003C-028
2709,C017,安庆市,C-017,郑安庆,P003,2018/1/26,58,P003C-017
2710,C056,开封市,C-056,王开封,P003,2018/1/26,24,P003C-056
2711,C071,成都市,C-073,陈成都,P003,2018/1/26,2,P003C-073
2712,C065,宜昌市,C-065,吴宜昌,P003,2018/1/26,62,P003C-065
2713,C036,台州市,C-036,孙台州,P003,2018/1/26,43,P003C-036
2714,C046,广州市,C-046,李广州,P003,2018/1/26,29,P003C-046
2715,C015,邢台市,C-015,李邢台,P003,2018/1/26,19,P003C-015
2716,C014,天津市,C-014,张天津,P003,2018/1/26,53,P003C-014
2717,C062,孝感市,C-062,郑孝感,P003,2018/1/26,59,P003C-062
2718,C050,南宁市,C-050,王南宁,P003,2018/1/26,54,P003C-050
2719,C025,六安市,C-025,王六安,P003,2018/1/26,28,P003C-025
2720,C073,昆明市,C-075,李昆明,P003,2018/1/26,12,P003C-075
2721,C005,沧州市,C-005,周沧州,P003,2018/1/26,22,P003C-005
2722,C032,厦门市,C-032,吴厦门,P003,2018/1/26,47,P003C-032
2723,C043,扬州市,C-043,刘扬州,P003,2018/1/26,99,P003C-043
2724,C020,杭州市,C-020,张杭州,P003,2018/1/26,52,P003C-020
2725,C028,南通市,C-028,王南通,P003,2018/1/26,28,P003C-028
2726,C061,武汉市,C-061,叶武汉,P003,2018/1/26,32,P003C-061
2727,C018,常州市,C-018,张常州,P003,2018/1/26,8,P003C-018
2728,C022,淮安市,C-022,赵淮安,P003,2018/1/26,55,P003C-022
2729,C040,宿迁市,C-040,李宿迁,P003,2018/1/26,5,P003C-040
2730,C039,无锡市,C-039,吴无锡,P003,2018/1/26,36,P003C-039
2731,C057,洛阳市,C-057,郑洛阳,P003,2018/1/27,4,P003C-057
2732,C010,晋城市,C-010,王晋城,P003,2018/1/27,49,P003C-010
2733,C027,南京市,C-027,李南京,P003,2018/1/27,34,P003C-027
2734,C037,泰州市,C-037,李泰州,P003,2018/1/27,90,P003C-037
2735,C067,郑州市,C-067,王郑州,P003,2018/1/27,76,P003C-067
2736,C009,邯郸市,C-009,周邯郸,P003,2018/1/27,73,P003C-009
2737,C011,晋中市,C-011,赵晋中,P003,2018/1/27,59,P003C-011
2738,C051,中山市,C-051,张中山,P003,2018/1/29,70,P003C-051
2739,C035,苏州市,C-035,陈苏州,P003,2018/1/29,5,P003C-035
2740,C063,信阳市,C-063,陈信阳,P003,2018/1/29,21,P003C-063
2741,C056,开封市,C-056,王开封,P003,2018/1/29,85,P003C-056
2742,C073,昆明市,C-075,李昆明,P003,2018/1/29,48,P003C-075
2743,C071,成都市,C-073,陈成都,P003,2018/1/29,5,P003C-073
2744,C069,兰州市,C-069,李兰州,P003,2018/1/29,58,P003C-069
2745,C018,常州市,C-018,张常州,P003,2018/1/29,13,P003C-018
2746,C067,郑州市,C-067,王郑州,P003,2018/1/29,86,P003C-067
2747,C064,许昌市,C-064,王许昌,P003,2018/1/29,3,P003C-064
2748,C005,沧州市,C-005,周沧州,P003,2018/1/29,31,P003C-005
2749,C019,福州市,C-019,王福州,P003,2018/1/29,1,P003C-019
2750,C042,盐城市,C-042,张盐城,P003,2018/1/29,68,P003C-042
2751,C008,大同市,C-008,吴大同,P003,2018/1/30,34,P003C-008
2752,C017,安庆市,C-017,郑安庆,P003,2018/1/30,78,P003C-017
2753,C048,惠州市,C-048,孙惠州,P003,2018/1/30,17,P003C-048
2754,C072,贵阳市,C-074,赵贵阳,P003,2018/1/30,92,P003C-074
2755,C071,成都市,C-073,陈成都,P003,2018/1/30,94,P003C-073
2756,C057,洛阳市,C-057,郑洛阳,P003,2018/1/30,33,P003C-057
2757,C054,赣州市,C-054,孙赣州,P003,2018/1/30,43,P003C-054
2758,C027,南京市,C-027,李南京,P003,2018/1/30,15,P003C-027
2759,C037,泰州市,C-037,李泰州,P003,2018/1/30,32,P003C-037
2760,C046,广州市,C-046,李广州,P003,2018/1/30,87,P003C-046
2761,C016,运城市,C-016,刘运城,P003,2018/1/30,8,P003C-016
2762,C062,孝感市,C-062,郑孝感,P003,2018/1/30,59,P003C-062
2763,C041,徐州市,C-041,孙徐州,P003,2018/1/30,26,P003C-041
2764,C031,三明市,C-031,周三明,P003,2018/1/30,33,P003C-031
2765,C050,南宁市,C-050,王南宁,P003,2018/1/30,40,P003C-050
2766,C025,六安市,C-025,王六安,P003,2018/1/30,26,P003C-025
2767,C073,昆明市,C-075,李昆明,P003,2018/1/30,35,P003C-075
2768,C009,邯郸市,C-009,周邯郸,P003,2018/1/30,58,P003C-009
2769,C043,扬州市,C-043,刘扬州,P003,2018/1/30,17,P003C-043
2770,C061,武汉市,C-061,叶武汉,P003,2018/1/30,17,P003C-061
2771,C070,西安市,C-072,王西安,P003,2018/1/30,2,P003C-072
2772,C039,无锡市,C-039,吴无锡,P003,2018/1/30,24,P003C-039
2773,C060,邵阳市,C-060,赵邵阳,P003,2018/1/31,41,P003C-060
2774,C035,苏州市,C-035,陈苏州,P003,2018/1/31,49,P003C-035
2775,C063,信阳市,C-063,陈信阳,P003,2018/1/31,36,P003C-063
2776,C043,扬州市,C-043,刘扬州,P003,2018/1/31,11,P003C-043
2777,C050,南宁市,C-050,王南宁,P003,2018/1/31,24,P003C-050
2778,C010,晋城市,C-010,王晋城,P003,2018/1/31,64,P003C-010
2779,C066,岳阳市,C-066,李岳阳,P003,2018/1/31,78,P003C-066
2780,C018,常州市,C-018,张常州,P003,2018/1/31,52,P003C-018
2781,C067,郑州市,C-067,王郑州,P003,2018/1/31,91,P003C-067
2782,C013,临汾市,C-013,王临汾,P003,2018/1/31,33,P003C-013
2783,C005,沧州市,C-005,周沧州,P003,2018/1/31,22,P003C-005
